Customer ID,Age,age_band,Gender,Location,region,Item Purchased,Category,Size,Color,Season,Purchase Amount (USD),annual_frequency,Frequency of Purchases,Previous Purchases,Review Rating,Subscription Status,subscription_flag,Shipping Type,Payment Method,Discount Applied,Promo Code Used,promo_flag,estimated_annual_spend,value_tier,spend_rank_pctile,purchase_frequency_score,tenure_proxy,tenure_proxy_norm,satisfaction_flag,promo_dependency_score,promo_sensitivity_group,loyalty_A,loyalty_B,loyalty_score,customer_segment
2138,27,26-35,Male,Indiana,Midwest,Socks,Clothing,XL,Purple,Winter,51,4,Every 3 Months,20,4.6,No,0,2-Day Shipping,Credit Card,No,No,0,204,Silver,0.2614102564102564,0.058823529411764705,20,0.3877551020408163,1,0.0,None,0.3533613445378151,0.5116446578631453,0.3533613445378151,Casual Browsers
2139,67,66-70,Male,Mississippi,South,Sweater,Clothing,M,Teal,Fall,42,4,Quarterly,36,2.8,No,0,Next Day Air,Venmo,No,No,0,168,Bronze,0.2353846153846154,0.058823529411764705,36,0.7142857142857143,0,0.0,None,0.2676470588235294,0.4432773109243697,0.2676470588235294,At-Risk
2140,40,36-45,Male,New York,Northeast,Boots,Footwear,M,Red,Winter,95,52,Weekly,33,3.0,No,0,Free Shipping,Cash,No,No,0,4940,Platinum,0.9916666666666667,1.0,33,0.6530612244897959,0,0.0,None,0.5285714285714285,0.6632653061224489,0.5285714285714285,Champions
2141,53,46-55,Male,New Mexico,West,Handbag,Accessories,M,Brown,Fall,90,26,Fortnightly,36,3.7,No,0,Standard,Cash,No,No,0,2340,Platinum,0.8710256410256411,0.49019607843137253,36,0.7142857142857143,0,0.0,None,0.39705882352941174,0.5511204481792717,0.39705882352941174,At-Risk
2142,24,18-25,Male,Kentucky,South,Dress,Clothing,M,Peach,Winter,98,1,Annually,32,4.1,No,0,2-Day Shipping,PayPal,No,No,0,98,Bronze,0.16141025641025641,0.0,32,0.6326530612244898,1,0.0,None,0.42142857142857143,0.5581632653061225,0.42142857142857143,Casual Browsers
2143,47,46-55,Male,North Dakota,Midwest,Hat,Accessories,M,Maroon,Winter,39,4,Quarterly,21,4.3,No,0,Next Day Air,Venmo,No,No,0,156,Bronze,0.2241025641025641,0.058823529411764705,21,0.40816326530612246,1,0.0,None,0.36050420168067226,0.5167466986794718,0.36050420168067226,Casual Browsers
2144,53,46-55,Male,Arkansas,South,Sandals,Footwear,L,Red,Fall,66,26,Bi-Weekly,48,3.8,No,0,Next Day Air,Venmo,No,No,0,1716,Platinum,0.7643589743589744,0.49019607843137253,48,0.9591836734693877,0,0.0,None,0.48277310924369743,0.6123449379751901,0.48277310924369743,At-Risk
2145,47,46-55,Male,Maryland,South,Shoes,Footwear,L,Orange,Winter,23,4,Quarterly,25,3.7,No,0,Free Shipping,PayPal,No,No,0,92,Bronze,0.14025641025641025,0.058823529411764705,25,0.4897959183673469,0,0.0,None,0.1890756302521008,0.3871548619447779,0.1890756302521008,Casual Browsers
2146,38,36-45,Male,Connecticut,Northeast,Skirt,Clothing,S,White,Winter,73,1,Annually,32,4.8,No,0,Standard,PayPal,No,No,0,73,Bronze,0.09705128205128205,0.0,32,0.6326530612244898,1,0.0,None,0.42142857142857143,0.5581632653061225,0.42142857142857143,Casual Browsers
2147,48,46-55,Male,Utah,West,Sunglasses,Accessories,XL,White,Summer,23,4,Every 3 Months,45,4.6,No,0,Standard,PayPal,No,No,0,92,Bronze,0.14025641025641025,0.058823529411764705,45,0.8979591836734694,1,0.0,None,0.5319327731092437,0.6391956782713085,0.5319327731092437,Loyal Regulars
2148,47,46-55,Male,Missouri,Midwest,Skirt,Clothing,S,Charcoal,Fall,43,26,Fortnightly,4,4.8,No,0,Standard,Cash,No,No,0,1118,Gold,0.6566666666666666,0.49019607843137253,4,0.061224489795918366,1,0.0,None,0.3684873949579832,0.5378551420568227,0.3684873949579832,Casual Browsers
2149,19,18-25,Male,Nebraska,Midwest,T-shirt,Clothing,XL,Turquoise,Winter,45,26,Bi-Weekly,19,4.6,No,0,2-Day Shipping,PayPal,No,No,0,1170,Gold,0.6725641025641026,0.49019607843137253,19,0.3673469387755102,1,0.0,None,0.4756302521008403,0.6143857543017207,0.4756302521008403,Casual Browsers
2150,38,36-45,Male,Hawaii,West,Sandals,Footwear,L,Orange,Winter,21,52,Weekly,1,4.0,No,0,Standard,Bank Transfer,No,No,0,1092,Gold,0.65,1.0,1,0.0,1,0.0,None,0.5,0.65,0.5,Casual Browsers
2151,57,56-65,Male,Illinois,Midwest,Shirt,Clothing,M,Orange,Spring,40,52,Weekly,12,2.6,No,0,2-Day Shipping,Cash,No,No,0,2080,Platinum,0.8248717948717949,1.0,12,0.22448979591836735,0,0.0,None,0.37857142857142856,0.5561224489795918,0.37857142857142856,At-Risk
2152,70,66-70,Male,Vermont,Northeast,Jeans,Clothing,L,Brown,Fall,58,12,Monthly,18,2.6,No,0,2-Day Shipping,Venmo,No,No,0,696,Gold,0.5392307692307692,0.21568627450980393,18,0.3469387755102041,0,0.0,None,0.1861344537815126,0.390656262505002,0.1861344537815126,Casual Browsers
2153,38,36-45,Male,New Jersey,Northeast,Shorts,Clothing,L,Magenta,Summer,48,26,Bi-Weekly,43,4.5,No,0,Next Day Air,Bank Transfer,No,No,0,1248,Gold,0.6875641025641026,0.49019607843137253,43,0.8571428571428571,1,0.0,None,0.6470588235294117,0.7368347338935574,0.6470588235294117,Champions
2154,35,26-35,Male,Kentucky,South,Shirt,Clothing,M,Violet,Fall,94,1,Annually,31,4.2,No,0,Free Shipping,PayPal,No,No,0,94,Bronze,0.14717948717948717,0.0,31,0.6122448979591837,1,0.0,None,0.41428571428571426,0.5530612244897959,0.41428571428571426,Casual Browsers
2155,46,46-55,Male,Wyoming,West,Scarf,Accessories,M,Violet,Spring,74,4,Every 3 Months,33,3.4,No,0,Store Pickup,Cash,No,No,0,296,Silver,0.35025641025641024,0.058823529411764705,33,0.6530612244897959,0,0.0,None,0.24621848739495794,0.4279711884753902,0.24621848739495794,Casual Browsers
2156,32,26-35,Male,Hawaii,West,Handbag,Accessories,L,Yellow,Fall,51,12,Monthly,46,3.7,No,0,Store Pickup,PayPal,No,No,0,612,Gold,0.5137179487179487,0.21568627450980393,46,0.9183673469387755,0,0.0,None,0.38613445378151257,0.5335134053621449,0.38613445378151257,At-Risk
2157,38,36-45,Male,Missouri,Midwest,Skirt,Clothing,M,Maroon,Winter,83,26,Bi-Weekly,41,3.6,No,0,Next Day Air,Debit Card,No,No,0,2158,Platinum,0.8373076923076923,0.49019607843137253,41,0.8163265306122449,0,0.0,None,0.43277310924369744,0.5766306522609044,0.43277310924369744,At-Risk
2158,41,36-45,Male,Mississippi,South,Handbag,Accessories,L,Turquoise,Winter,68,26,Fortnightly,41,4.0,No,0,Next Day Air,Venmo,No,No,0,1768,Platinum,0.7753846153846153,0.49019607843137253,41,0.8163265306122449,1,0.0,None,0.6327731092436975,0.7266306522609044,0.6327731092436975,Champions
2159,19,18-25,Male,Massachusetts,Northeast,Gloves,Accessories,XL,Olive,Spring,84,26,Fortnightly,9,4.6,No,0,Standard,Bank Transfer,No,No,0,2184,Platinum,0.8426923076923077,0.49019607843137253,9,0.16326530612244897,1,0.0,None,0.4042016806722689,0.5633653461384553,0.4042016806722689,Casual Browsers
2160,18,18-25,Male,Louisiana,South,Shirt,Clothing,M,Peach,Fall,58,1,Annually,34,3.0,No,0,Free Shipping,Cash,No,No,0,58,Bronze,0.07064102564102565,0.0,34,0.673469387755102,0,0.0,None,0.23571428571428568,0.41836734693877553,0.23571428571428568,Casual Browsers
2161,45,36-45,Male,West Virginia,South,Blouse,Clothing,L,Charcoal,Winter,92,1,Annually,21,3.3,No,0,Express,PayPal,No,No,0,92,Bronze,0.14025641025641025,0.0,21,0.40816326530612246,0,0.0,None,0.14285714285714285,0.3520408163265306,0.14285714285714285,Casual Browsers
2162,23,18-25,Male,Washington,West,Dress,Clothing,S,Peach,Summer,69,26,Fortnightly,5,3.8,No,0,Express,Debit Card,No,No,0,1794,Platinum,0.7817948717948718,0.49019607843137253,5,0.08163265306122448,0,0.0,None,0.17563025210084032,0.3929571828731493,0.17563025210084032,Casual Browsers
2163,60,56-65,Male,Oregon,West,Shorts,Clothing,S,Black,Summer,48,52,Weekly,32,2.7,No,0,Free Shipping,PayPal,No,No,0,2496,Platinum,0.8991025641025641,1.0,32,0.6326530612244898,0,0.0,None,0.5214285714285714,0.6581632653061225,0.5214285714285714,Champions
2164,52,46-55,Male,New York,Northeast,Shoes,Footwear,L,Gray,Spring,60,12,Monthly,44,4.5,No,0,Express,Bank Transfer,No,No,0,720,Gold,0.5455128205128205,0.21568627450980393,44,0.8775510204081632,1,0.0,None,0.5718487394957983,0.6733093237294918,0.5718487394957983,Champions
2165,42,36-45,Male,Iowa,Midwest,Sandals,Footwear,S,Olive,Winter,20,26,Bi-Weekly,46,4.8,No,0,Next Day Air,PayPal,No,No,0,520,Silver,0.48538461538461536,0.49019607843137253,46,0.9183673469387755,1,0.0,None,0.6684873949579831,0.752140856342537,0.6684873949579831,Loyal Regulars
2166,29,26-35,Male,Idaho,West,Pants,Clothing,M,Turquoise,Summer,55,4,Every 3 Months,42,4.2,No,0,Express,Credit Card,No,No,0,220,Silver,0.2721794871794872,0.058823529411764705,42,0.8367346938775511,1,0.0,None,0.5105042016806722,0.623889555822329,0.5105042016806722,Casual Browsers
2167,31,26-35,Male,New Jersey,Northeast,Jacket,Outerwear,S,Purple,Spring,88,26,Bi-Weekly,50,3.5,No,0,Express,Credit Card,No,No,0,2288,Platinum,0.8602564102564103,0.49019607843137253,50,1.0,0,0.0,None,0.4970588235294117,0.6225490196078431,0.4970588235294117,At-Risk
2168,30,26-35,Male,Ohio,Midwest,Skirt,Clothing,L,Green,Winter,48,26,Fortnightly,33,4.9,No,0,Standard,Venmo,No,No,0,1248,Gold,0.6875641025641026,0.49019607843137253,33,0.6530612244897959,1,0.0,None,0.5756302521008403,0.6858143257302921,0.5756302521008403,Champions
2169,23,18-25,Male,Connecticut,Northeast,Handbag,Accessories,M,Beige,Spring,74,4,Quarterly,32,4.1,No,0,Next Day Air,Cash,No,No,0,296,Silver,0.35025641025641024,0.058823529411764705,32,0.6326530612244898,1,0.0,None,0.43907563025210083,0.5728691476590636,0.43907563025210083,Casual Browsers
2170,31,26-35,Male,Florida,South,Coat,Outerwear,M,Brown,Fall,42,26,Bi-Weekly,32,2.9,No,0,Next Day Air,Bank Transfer,No,No,0,1092,Gold,0.65,0.49019607843137253,32,0.6326530612244898,0,0.0,None,0.36848739495798316,0.5307122849139656,0.36848739495798316,At-Risk
2171,40,36-45,Male,South Carolina,South,Sweater,Clothing,M,Turquoise,Fall,32,4,Every 3 Months,37,4.0,No,0,Next Day Air,Venmo,No,No,0,128,Bronze,0.19397435897435897,0.058823529411764705,37,0.7346938775510204,1,0.0,None,0.47478991596638653,0.5983793517406963,0.47478991596638653,Casual Browsers
2172,39,36-45,Male,Missouri,Midwest,Shorts,Clothing,M,Yellow,Summer,98,26,Fortnightly,9,4.6,No,0,Store Pickup,Cash,No,No,0,2548,Platinum,0.9074358974358975,0.49019607843137253,9,0.16326530612244897,1,0.0,None,0.4042016806722689,0.5633653461384553,0.4042016806722689,Casual Browsers
2173,28,26-35,Male,Rhode Island,Northeast,Skirt,Clothing,S,Lavender,Fall,89,26,Fortnightly,6,2.8,No,0,Store Pickup,PayPal,No,No,0,2314,Platinum,0.8657692307692307,0.49019607843137253,6,0.10204081632653061,0,0.0,None,0.18277310924369744,0.39805922368947577,0.18277310924369744,Casual Browsers
2174,23,18-25,Male,Delaware,South,Gloves,Accessories,S,Cyan,Summer,97,4,Quarterly,36,5.0,No,0,2-Day Shipping,Venmo,No,No,0,388,Silver,0.44846153846153847,0.058823529411764705,36,0.7142857142857143,1,0.0,None,0.4676470588235294,0.5932773109243697,0.4676470588235294,Casual Browsers
2175,42,36-45,Male,Colorado,West,Backpack,Accessories,S,Olive,Spring,49,1,Annually,1,2.9,No,0,Store Pickup,Cash,No,No,0,49,Bronze,0.05525641025641025,0.0,1,0.0,0,0.0,None,0.0,0.25,0.0,Casual Browsers
2176,68,66-70,Male,Nebraska,Midwest,Dress,Clothing,M,Silver,Spring,50,26,Fortnightly,48,3.3,No,0,Free Shipping,Credit Card,No,No,0,1300,Gold,0.6953846153846154,0.49019607843137253,48,0.9591836734693877,0,0.0,None,0.48277310924369743,0.6123449379751901,0.48277310924369743,At-Risk
2177,24,18-25,Male,Vermont,Northeast,Belt,Accessories,S,Red,Winter,91,4,Quarterly,44,3.4,No,0,2-Day Shipping,Debit Card,No,No,0,364,Silver,0.42205128205128206,0.058823529411764705,44,0.8775510204081632,0,0.0,None,0.3247899159663865,0.484093637454982,0.3247899159663865,At-Risk
2178,24,18-25,Male,Montana,West,Gloves,Accessories,XL,Green,Winter,93,26,Bi-Weekly,9,3.0,No,0,Express,PayPal,No,No,0,2418,Platinum,0.8861538461538462,0.49019607843137253,9,0.16326530612244897,0,0.0,None,0.20420168067226888,0.4133653461384554,0.20420168067226888,Casual Browsers
2179,21,18-25,Male,Florida,South,Jewelry,Accessories,M,Gold,Summer,98,1,Annually,32,4.7,No,0,Standard,Venmo,No,No,0,98,Bronze,0.16141025641025641,0.0,32,0.6326530612244898,1,0.0,None,0.42142857142857143,0.5581632653061225,0.42142857142857143,Casual Browsers
2180,49,46-55,Male,Delaware,South,Socks,Clothing,L,Lavender,Fall,82,12,Monthly,14,2.9,No,0,Next Day Air,PayPal,No,No,0,984,Gold,0.6215384615384615,0.21568627450980393,14,0.2653061224489796,0,0.0,None,0.15756302521008403,0.37024809923969587,0.15756302521008403,Casual Browsers
2181,41,36-45,Male,Connecticut,Northeast,Coat,Outerwear,M,Yellow,Summer,37,4,Quarterly,43,4.1,No,0,Store Pickup,Cash,No,No,0,148,Bronze,0.21461538461538462,0.058823529411764705,43,0.8571428571428571,1,0.0,None,0.5176470588235293,0.6289915966386554,0.5176470588235293,Casual Browsers
2182,22,18-25,Male,Hawaii,West,Handbag,Accessories,M,Black,Fall,63,26,Bi-Weekly,32,3.2,No,0,Free Shipping,Bank Transfer,No,No,0,1638,Gold,0.7492307692307693,0.49019607843137253,32,0.6326530612244898,0,0.0,None,0.36848739495798316,0.5307122849139656,0.36848739495798316,At-Risk
2183,42,36-45,Male,New Mexico,West,Blouse,Clothing,M,Maroon,Winter,99,26,Bi-Weekly,26,2.7,No,0,Store Pickup,Venmo,No,No,0,2574,Platinum,0.9125641025641026,0.49019607843137253,26,0.5102040816326531,0,0.0,None,0.3256302521008403,0.5001000400160064,0.3256302521008403,At-Risk
2184,30,26-35,Male,Kansas,Midwest,Shorts,Clothing,M,Maroon,Spring,37,12,Monthly,2,4.7,No,0,Store Pickup,Cash,No,No,0,444,Silver,0.47205128205128205,0.21568627450980393,2,0.02040816326530612,1,0.0,None,0.27184873949579835,0.4590236094437775,0.27184873949579835,Casual Browsers
2185,38,36-45,Male,Nevada,West,Shoes,Footwear,S,Gold,Spring,34,4,Every 3 Months,16,3.2,No,0,Free Shipping,PayPal,No,No,0,136,Bronze,0.2026923076923077,0.058823529411764705,16,0.30612244897959184,0,0.0,None,0.12478991596638656,0.3412364945978391,0.12478991596638656,Casual Browsers
2186,40,36-45,Male,North Carolina,South,Shorts,Clothing,M,Violet,Winter,32,4,Every 3 Months,50,2.5,No,0,Express,Debit Card,No,No,0,128,Bronze,0.19397435897435897,0.058823529411764705,50,1.0,0,0.0,None,0.3676470588235294,0.5147058823529411,0.3676470588235294,At-Risk
2187,55,46-55,Male,New Mexico,West,Sandals,Footwear,XL,Teal,Winter,23,4,Every 3 Months,6,4.3,No,0,Next Day Air,PayPal,No,No,0,92,Bronze,0.14025641025641025,0.058823529411764705,6,0.10204081632653061,1,0.0,None,0.2533613445378151,0.4402160864345739,0.2533613445378151,Casual Browsers
2188,37,36-45,Male,Idaho,West,Blouse,Clothing,M,Violet,Spring,78,1,Annually,20,4.4,No,0,Free Shipping,PayPal,No,No,0,78,Bronze,0.10384615384615385,0.0,20,0.3877551020408163,1,0.0,None,0.33571428571428574,0.49693877551020404,0.33571428571428574,Casual Browsers
2189,41,36-45,Male,California,West,Coat,Outerwear,M,Brown,Winter,54,52,Weekly,9,4.7,No,0,Next Day Air,Credit Card,No,No,0,2808,Platinum,0.9248717948717948,1.0,9,0.16326530612244897,1,0.0,None,0.5571428571428572,0.6908163265306123,0.5571428571428572,Champions
2190,38,36-45,Male,Wisconsin,Midwest,Blouse,Clothing,XL,Brown,Fall,94,26,Bi-Weekly,47,4.0,No,0,Express,Credit Card,No,No,0,2444,Platinum,0.8907692307692308,0.49019607843137253,47,0.9387755102040817,1,0.0,None,0.6756302521008404,0.7572428971588635,0.6756302521008404,Champions
2191,42,36-45,Male,Alaska,West,Belt,Accessories,S,Maroon,Spring,75,1,Annually,33,4.6,No,0,Express,Credit Card,No,No,0,75,Bronze,0.0991025641025641,0.0,33,0.6530612244897959,1,0.0,None,0.42857142857142855,0.563265306122449,0.42857142857142855,Casual Browsers
2192,26,26-35,Male,Pennsylvania,Northeast,Blouse,Clothing,S,Maroon,Summer,69,26,Bi-Weekly,46,3.8,No,0,Next Day Air,Cash,No,No,0,1794,Platinum,0.7817948717948718,0.49019607843137253,46,0.9183673469387755,0,0.0,None,0.46848739495798314,0.602140856342537,0.46848739495798314,At-Risk
2193,41,36-45,Male,Virginia,South,Scarf,Accessories,L,Yellow,Winter,35,12,Monthly,9,3.2,No,0,Next Day Air,Credit Card,No,No,0,420,Silver,0.4687179487179487,0.21568627450980393,9,0.16326530612244897,0,0.0,None,0.12184873949579832,0.3447378951580632,0.12184873949579832,Casual Browsers
2194,27,26-35,Male,California,West,Shirt,Clothing,L,Turquoise,Spring,78,12,Monthly,8,5.0,No,0,Express,PayPal,No,No,0,936,Gold,0.6066666666666667,0.21568627450980393,8,0.14285714285714285,1,0.0,None,0.31470588235294117,0.48963585434173673,0.31470588235294117,Casual Browsers
2195,61,56-65,Male,Kentucky,South,Socks,Clothing,M,Silver,Summer,29,4,Quarterly,48,3.5,No,0,Standard,Bank Transfer,No,No,0,116,Bronze,0.1835897435897436,0.058823529411764705,48,0.9591836734693877,0,0.0,None,0.3533613445378151,0.5045018007202882,0.3533613445378151,At-Risk
2196,58,56-65,Male,New York,Northeast,Jeans,Clothing,M,Brown,Fall,62,12,Monthly,2,3.7,No,0,Next Day Air,Cash,No,No,0,744,Gold,0.5516666666666666,0.21568627450980393,2,0.02040816326530612,0,0.0,None,0.07184873949579833,0.3090236094437775,0.07184873949579833,Casual Browsers
2197,25,18-25,Male,Vermont,Northeast,Dress,Clothing,M,Gray,Spring,58,52,Weekly,31,4.8,No,0,Next Day Air,PayPal,No,No,0,3016,Platinum,0.9312820512820513,1.0,31,0.6122448979591837,1,0.0,None,0.7142857142857142,0.803061224489796,0.7142857142857142,Champions
2198,33,26-35,Male,Pennsylvania,Northeast,Boots,Footwear,M,Indigo,Summer,88,12,Monthly,40,3.7,No,0,2-Day Shipping,Venmo,No,No,0,1056,Gold,0.6393589743589744,0.21568627450980393,40,0.7959183673469388,0,0.0,None,0.3432773109243697,0.5029011604641856,0.3432773109243697,At-Risk
2199,57,56-65,Male,New York,Northeast,Scarf,Accessories,L,Turquoise,Summer,80,12,Monthly,35,3.5,No,0,Free Shipping,Venmo,No,No,0,960,Gold,0.6142307692307692,0.21568627450980393,35,0.6938775510204082,0,0.0,None,0.307563025210084,0.477390956382553,0.307563025210084,At-Risk
2200,39,36-45,Male,North Carolina,South,Scarf,Accessories,M,Maroon,Summer,47,12,Monthly,40,4.9,No,0,Store Pickup,Debit Card,No,No,0,564,Silver,0.4980769230769231,0.21568627450980393,40,0.7959183673469388,1,0.0,None,0.5432773109243697,0.6529011604641857,0.5432773109243697,Loyal Regulars
2201,60,56-65,Male,Wyoming,West,Gloves,Accessories,L,Charcoal,Summer,51,4,Every 3 Months,27,4.7,No,0,Next Day Air,Debit Card,No,No,0,204,Silver,0.2614102564102564,0.058823529411764705,27,0.5306122448979592,1,0.0,None,0.40336134453781514,0.547358943577431,0.40336134453781514,Casual Browsers
2202,39,36-45,Male,Ohio,Midwest,Pants,Clothing,L,Peach,Spring,25,1,Annually,10,4.9,No,0,2-Day Shipping,Venmo,No,No,0,25,Bronze,0.009743589743589744,0.0,10,0.1836734693877551,1,0.0,None,0.2642857142857143,0.4459183673469388,0.2642857142857143,Casual Browsers
2203,42,36-45,Male,Alabama,South,Dress,Clothing,M,Red,Summer,36,52,Weekly,23,4.3,No,0,Next Day Air,Credit Card,No,No,0,1872,Platinum,0.7948717948717948,1.0,23,0.4489795918367347,1,0.0,None,0.6571428571428571,0.7622448979591837,0.6571428571428571,Champions
2204,53,46-55,Male,Rhode Island,Northeast,Dress,Clothing,M,Indigo,Winter,79,4,Quarterly,32,3.1,No,0,Free Shipping,Cash,No,No,0,316,Silver,0.3737179487179487,0.058823529411764705,32,0.6326530612244898,0,0.0,None,0.23907563025210082,0.42286914765906364,0.23907563025210082,Casual Browsers
2205,20,18-25,Male,Oregon,West,Jeans,Clothing,S,Lavender,Winter,41,12,Monthly,6,3.4,No,0,2-Day Shipping,Debit Card,No,No,0,492,Silver,0.47923076923076924,0.21568627450980393,6,0.10204081632653061,0,0.0,None,0.1004201680672269,0.32943177270908364,0.1004201680672269,Casual Browsers
2206,46,46-55,Male,North Dakota,Midwest,Sweater,Clothing,XL,Red,Fall,68,52,Weekly,27,2.7,No,0,Express,PayPal,No,No,0,3536,Platinum,0.9482051282051283,1.0,27,0.5306122448979592,0,0.0,None,0.4857142857142857,0.6326530612244898,0.4857142857142857,At-Risk
2207,46,46-55,Male,Illinois,Midwest,Sandals,Footwear,L,Green,Spring,51,26,Fortnightly,25,2.6,No,0,Store Pickup,Bank Transfer,No,No,0,1326,Gold,0.7007692307692308,0.49019607843137253,25,0.4897959183673469,0,0.0,None,0.31848739495798317,0.49499799919967985,0.31848739495798317,At-Risk
2208,69,66-70,Male,New Mexico,West,Handbag,Accessories,M,Gray,Fall,38,1,Annually,11,2.9,No,0,Next Day Air,Credit Card,No,No,0,38,Bronze,0.03538461538461538,0.0,11,0.20408163265306123,0,0.0,None,0.07142857142857142,0.3010204081632653,0.07142857142857142,Casual Browsers
2209,28,26-35,Male,Colorado,West,Scarf,Accessories,XL,Violet,Summer,46,12,Monthly,23,2.7,No,0,2-Day Shipping,PayPal,No,No,0,552,Silver,0.49564102564102563,0.21568627450980393,23,0.4489795918367347,0,0.0,None,0.2218487394957983,0.41616646658663464,0.2218487394957983,Casual Browsers
2210,42,36-45,Male,Utah,West,Sandals,Footwear,XL,Beige,Summer,20,4,Quarterly,44,4.5,No,0,2-Day Shipping,Bank Transfer,No,No,0,80,Bronze,0.10910256410256411,0.058823529411764705,44,0.8775510204081632,1,0.0,None,0.5247899159663865,0.634093637454982,0.5247899159663865,Loyal Regulars
2211,30,26-35,Male,Virginia,South,Sunglasses,Accessories,M,Orange,Summer,25,26,Fortnightly,35,3.1,No,0,Store Pickup,PayPal,No,No,0,650,Gold,0.5276923076923077,0.49019607843137253,35,0.6938775510204082,0,0.0,None,0.38991596638655457,0.5460184073629452,0.38991596638655457,At-Risk
2212,50,46-55,Male,Maine,Northeast,Sweater,Clothing,L,Purple,Winter,89,4,Every 3 Months,45,3.2,No,0,Free Shipping,Debit Card,No,No,0,356,Silver,0.4112820512820513,0.058823529411764705,45,0.8979591836734694,0,0.0,None,0.3319327731092437,0.4891956782713085,0.3319327731092437,At-Risk
2213,59,56-65,Male,Nebraska,Midwest,Pants,Clothing,M,Brown,Winter,77,4,Quarterly,22,3.3,No,0,Next Day Air,Bank Transfer,No,No,0,308,Silver,0.36423076923076925,0.058823529411764705,22,0.42857142857142855,0,0.0,None,0.1676470588235294,0.37184873949579833,0.1676470588235294,Casual Browsers
2214,54,46-55,Male,Hawaii,West,Hat,Accessories,M,Maroon,Fall,94,4,Quarterly,18,2.9,No,0,Express,Debit Card,No,No,0,376,Silver,0.4338461538461538,0.058823529411764705,18,0.3469387755102041,0,0.0,None,0.13907563025210082,0.3514405762304922,0.13907563025210082,Casual Browsers
2215,50,46-55,Male,Idaho,West,Belt,Accessories,L,Gold,Fall,100,52,Weekly,20,4.1,No,0,Standard,Debit Card,No,No,0,5200,Platinum,0.9996153846153846,1.0,20,0.3877551020408163,1,0.0,None,0.6357142857142857,0.746938775510204,0.6357142857142857,Champions
2216,25,18-25,Male,West Virginia,South,Sandals,Footwear,M,Indigo,Winter,96,26,Fortnightly,28,2.7,No,0,Express,Credit Card,No,No,0,2496,Platinum,0.8991025641025641,0.49019607843137253,28,0.5510204081632653,0,0.0,None,0.3399159663865546,0.5103041216486595,0.3399159663865546,At-Risk
2217,41,36-45,Male,Vermont,Northeast,Pants,Clothing,XL,Silver,Winter,36,26,Bi-Weekly,15,4.0,No,0,Store Pickup,Venmo,No,No,0,936,Gold,0.6066666666666667,0.49019607843137253,15,0.2857142857142857,1,0.0,None,0.44705882352941173,0.5939775910364146,0.44705882352941173,Casual Browsers
2218,35,26-35,Male,Indiana,Midwest,Jewelry,Accessories,XL,Red,Fall,27,26,Fortnightly,42,2.6,No,0,Store Pickup,Bank Transfer,No,No,0,702,Gold,0.5415384615384615,0.49019607843137253,42,0.8367346938775511,0,0.0,None,0.4399159663865546,0.5817326930772309,0.4399159663865546,At-Risk
2219,67,66-70,Male,Idaho,West,Sunglasses,Accessories,M,Magenta,Winter,67,4,Quarterly,20,3.5,No,0,Store Pickup,Debit Card,No,No,0,268,Silver,0.3212820512820513,0.058823529411764705,20,0.3877551020408163,0,0.0,None,0.1533613445378151,0.36164465786314526,0.1533613445378151,Casual Browsers
2220,33,26-35,Male,Minnesota,Midwest,Blouse,Clothing,S,Purple,Fall,91,26,Fortnightly,16,2.8,No,0,Store Pickup,Bank Transfer,No,No,0,2366,Platinum,0.8774358974358974,0.49019607843137253,16,0.30612244897959184,0,0.0,None,0.2542016806722689,0.4490796318527411,0.2542016806722689,At-Risk
2221,19,18-25,Male,Wyoming,West,Belt,Accessories,XL,Beige,Fall,62,1,Annually,47,4.5,No,0,Store Pickup,Cash,No,No,0,62,Bronze,0.0782051282051282,0.0,47,0.9387755102040817,1,0.0,None,0.5285714285714286,0.6346938775510205,0.5285714285714286,Loyal Regulars
2222,25,18-25,Male,Kansas,Midwest,Shorts,Clothing,XL,White,Fall,88,1,Annually,34,3.0,No,0,Free Shipping,Credit Card,No,No,0,88,Bronze,0.1296153846153846,0.0,34,0.673469387755102,0,0.0,None,0.23571428571428568,0.41836734693877553,0.23571428571428568,Casual Browsers
2223,32,26-35,Male,Georgia,South,Pants,Clothing,M,Teal,Summer,66,52,Weekly,30,4.4,No,0,Store Pickup,Credit Card,No,No,0,3432,Platinum,0.9453846153846154,1.0,30,0.5918367346938775,1,0.0,None,0.7071428571428571,0.7979591836734694,0.7071428571428571,Champions
2224,30,26-35,Male,Kansas,Midwest,Sandals,Footwear,M,Gray,Fall,65,4,Quarterly,5,4.7,No,0,Next Day Air,PayPal,No,No,0,260,Silver,0.31384615384615383,0.058823529411764705,5,0.08163265306122448,1,0.0,None,0.246218487394958,0.4351140456182473,0.246218487394958,Casual Browsers
2225,18,18-25,Male,Nebraska,Midwest,Gloves,Accessories,L,Charcoal,Winter,25,4,Quarterly,38,4.3,No,0,Standard,Cash,No,No,0,100,Bronze,0.16705128205128206,0.058823529411764705,38,0.7551020408163265,1,0.0,None,0.48193277310924365,0.6034813925570228,0.48193277310924365,Casual Browsers
